1,31.7956,35.1686,1,2156,388517,0.012282467,-0.002571621,-0.782998865
2,31.7956,35.1686,1,1976,91199,-0.012786239,-0.002454549,-1.237544417
3,31.7956,35.1686,1,1361,411505,0.007309859,-0.002758008,-0.957006183
4,31.7956,35.1686,1,775,30635,0.0122486,-0.003322579,-1.08405978
5,31.7956,35.1686,1,1006,40057,-0.003841935,-0.002859133,-1.220491825
6,31.7956,35.1686,1,548,21527,0.000968797,-0.005738502,-2.276025005
7,31.7956,35.1686,1,444,16963,-0.027955845,-0.003076332,-1.789649568
8,31.7956,35.1686,1,1010,51437,-0.00287726,-0.003041035,-1.273959203
9,31.7956,35.1686,1,1944,74577,0,0,0
10,31.7956,35.1686,1,967,37949,-0.009121427,-0.003509163,-1.586093713
11,31.7956,35.1686,1,2189,92115,-0.018965035,-0.002697156,-1.458163034
12,31.7956,35.1686,1,574,22555,-0.007018671,-0.004049344,-1.760111012
13,31.7956,35.1686,1,698,26549,0.028260696,-0.004302442,-1.155762911
14,31.7956,35.1686,1,3516,129681,0.018052861,-0.003873534,-1.188356394
15,31.7956,35.1686,1,1003,40839,-0.042696364,-0.003718414,-2.341293018
16,31.7956,35.1686,1,700,32131,-0.026771836,-0.002862437,-1.68041159
17,31.7956,35.1686,1,2313,87941,0.009413881,-0.003312891,-1.136878915
18,31.7956,35.1686,1,1400,53997,-0.031276982,-0.003985812,-2.219864424
19,31.7956,35.1686,1,389,115289,0.092796898,-0.003792914,0.338772513
20,31.7956,35.1686,1,746,29313,-0.042208914,-0.003141639,-2.1008338
21,31.7956,35.1686,1,1032,49701,-0.0454437,-0.003244433,-2.206647227
22,31.7956,35.1686,1,246,16105,-0.036974851,-0.002801676,-1.860167345
23,31.7592,35.1932,1,3437,131427,0.019451695,0.000633079,0.642265353
24,31.7592,35.1932,1,466,25727,-0.002394093,0.000506756,0.154820682
25,31.7592,35.1932,1,4291,156481,0.037001034,0.0009466,1.118660673
26,31.7592,35.1932,1,2698,307893,-0.012196964,0.00124252,0.253068827
27,31.7592,35.1932,1,5752,232439,0.043764698,-1.43E-05,0.869563168
28,31.7592,35.1932,1,361,21689,-0.03025798,0.001552161,0.015704921
29,31.7592,35.1932,1,1369,50741,0,0,0
30,31.7592,35.1932,1,576,89657,0.041891912,0.000246246,0.936336597
31,31.7592,35.1932,1,11315,408585,0.024704022,0.000734447,0.78785906
32,31.7592,35.1932,1,1731,295461,-0.012319317,0.000772243,0.06251082
33,31.7592,35.1932,1,795,29475,-0.021278812,0.000810361,-0.101432018
34,31.7592,35.1932,1,788,29239,0.01721763,0.001501552,0.944973523
35,31.7592,35.1932,1,1924,97053,0.019391496,0.002595808,1.426153257
36,31.7592,35.1932,1,514,20681,0.036312911,7.92E-05,0.757956337
37,31.7592,35.1932,1,5627,207701,0.048969879,-2.76E-05,0.968358232
38,31.7592,35.1932,1,2501,172973,0.039920374,0.002599669,1.838275136
39,31.7592,35.1932,1,1003,81933,0.031751257,0.001365996,1.181423349
40,31.7592,35.1932,1,320,31933,-0.007515681,0.001943523,0.627095418
41,31.7592,35.1932,1,1272,54289,0.004815029,0.00177285,0.805440689
42,31.7592,35.1932,1,3835,142797,0.054387787,-9.35E-05,1.050353087
43,31.7592,35.1932,1,469,18233,0.033508039,0.00125986,1.174104646
44,31.7802,35.1952,1,3319,126987,0.016184912,-0.001105893,-0.118659124
45,31.7802,35.1952,1,245,17735,-0.018013813,-0.000952682,-0.74134887
46,31.7802,35.1952,1,4163,151869,-0.00256612,-0.001027631,-0.46237465
47,31.7802,35.1952,1,2564,303069,0.004936443,-0.000614733,-0.147164321
48,31.7802,35.1952,1,388,32643,-0.0079047,-0.001006092,-0.560530785
49,31.7802,35.1952,1,6378,336561,0.014207561,-0.000418041,0.116934851
50,31.7802,35.1952,1,396,16401,-0.026732338,-0.001041722,-0.951335754
51,31.7802,35.1952,1,5608,227255,0.002402603,-0.000745092,-0.249984762
52,31.7802,35.1952,1,1231,45773,-0.023089404,-0.000195406,-0.539950639
53,31.7802,35.1952,1,436,84617,0.009585117,-0.000820152,-0.136358649
54,31.7802,35.1952,1,7210,329771,0.03403112,-0.000685013,0.406617051
55,31.7802,35.1952,1,11202,404497,0.015533374,-0.001620323,-0.337461686
56,31.7802,35.1952,1,336,16811,-0.012871087,-0.00104454,-0.675237633
57,31.7802,35.1952,1,656,24487,0.022315445,-0.001094221,0.008620452
58,31.7802,35.1952,1,1814,93097,0.029958688,-0.001283892,0.085616786
59,31.7802,35.1952,1,392,16269,-0.006356814,-0.001082242,-0.560033273
60,31.7802,35.1952,1,2376,168473,0.035068659,-0.001900187,-0.058701523
61,31.7802,35.1952,1,2708,286113,0.010126051,-0.000535263,-0.011584081
62,31.7802,35.1952,1,886,77717,0.029868748,-0.001673813,-0.072150234
63,31.7802,35.1952,1,4472,164063,0.010895777,-0.001294374,-0.299834251
64,31.7802,35.1952,1,3723,138749,0.050371514,-0.001529563,0.395604983
65,31.7802,35.1952,1,44,27109,0.032905134,-0.000525688,0.447827367
66,31.7802,35.1952,1,326,13049,-0.004793751,-0.000650573,-0.35610405
67,31.7944,35.1674,2,2164,388821,0.011569931,-0.000431652,0.058737751
68,31.7944,35.1674,2,1153,45055,-0.004887837,-0.002102274,-0.938666139
69,31.7944,35.1674,2,1987,91595,-0.004964933,-0.000317026,-0.226109227
70,31.7944,35.1674,2,1368,411757,0.004270938,-0.000372224,-0.063470846
71,31.7944,35.1674,2,784,30975,-0.019587081,-0.000581985,-0.624535747
72,31.7944,35.1674,2,562,22031,-0.046393398,0.00173052,-0.235659853
73,31.7944,35.1674,2,452,17251,-0.022828366,-0.000239214,-0.552252896
74,31.7944,35.1674,2,817,445147,-0.006367232,-0.000170236,-0.195438858
75,31.7944,35.1674,2,836,32789,0,0,0
76,31.7944,35.1674,2,1955,74989,0,0,0
77,31.7944,35.1674,2,976,38289,-0.006710792,-0.000458686,-0.317690112
78,31.7944,35.1674,2,562,21273,-0.01975456,-0.000406347,-0.557630092
79,31.7944,35.1674,2,485,35137,-0.014809164,-0.000625208,-0.546266496
80,31.7944,35.1674,2,2197,92403,0.020554817,2.82E-05,0.422373533
81,31.7944,35.1674,2,584,22915,-0.021762872,-0.000726656,-0.725919854
82,31.7944,35.1674,2,3524,129989,-0.022784946,-0.000469624,-0.643548537
83,31.7944,35.1674,2,1029,41775,-0.021778176,-0.000801483,-0.756156795
84,31.7944,35.1674,2,714,32639,-0.042913821,-0.000770429,-1.166447895
85,31.7944,35.1674,2,2333,88661,0.007697688,-0.000656689,-0.108721666
86,31.7944,35.1674,2,1408,54269,-0.014057782,-0.000442239,-0.458051417
87,31.7944,35.1674,2,399,115649,-0.024744258,-0.000406992,-0.657681838
88,31.7944,35.1674,2,755,29637,0.008091864,-0.000996189,-0.23663839
89,31.7944,35.1674,2,1050,50349,-0.010060297,-0.000687158,-0.476069041
90,31.7944,35.1674,2,375,14427,-0.002757899,-0.000333736,-0.18865227
91,31.7944,35.1674,2,263,16717,-0.027357052,-0.000487291,-0.742057543
92,31.7558,35.1876,2,768,46735,-0.005677679,-0.003409001,-1.47715399
93,31.7558,35.1876,2,1117,59767,-0.009202599,-0.003230277,-1.476162955
94,31.7558,35.1876,2,69,3477,-0.01780357,-0.003466283,-1.742584582
95,31.7558,35.1876,2,6233,249755,-0.026128857,-0.002537445,-1.537555015
96,31.7558,35.1876,2,116,12777,-0.041950171,-0.001866434,-1.585576937
97,31.7558,35.1876,2,8035,359467,0.003602981,-0.002565007,-0.953943077
98,31.7558,35.1876,2,8742,384919,-0.010416137,-0.00281047,-1.332510669
99,31.7558,35.1876,2,11482,414577,0.012710953,-0.002891465,-0.902366985
100,31.7558,35.1876,2,102,9725,0.00673522,-0.004728436,-1.756669808
101,31.7558,35.1876,2,7120,269919,-0.011933851,-0.002968148,-1.425936352
102,31.7558,35.1876,2,7338,277771,0.008632067,-0.00365484,-1.289294813
103,31.7558,35.1876,2,87,6799,-0.019104665,-0.004357481,-2.125085669
104,31.7558,35.1876,2,89,42145,-0.011272667,-0.003324184,-1.555126974
105,31.7558,35.1876,2,2021,100549,0.0094573,-0.002821494,-0.93945156
106,31.7558,35.1876,2,123,5649,-0.001029596,-0.00448506,-1.814615926
107,31.7558,35.1876,2,54,7453,-0.004034287,-0.004297314,-1.799611427
108,31.7558,35.1876,2,6102,224801,-0.000330807,-0.003815757,-1.532918798
109,31.7558,35.1876,2,179,9953,-0.040657718,-0.003461582,-2.197787013
110,31.7558,35.1876,2,1242,90553,0.012684929,-0.003176083,-1.016734751
111,31.7558,35.1876,2,4813,176627,0.012831597,-0.003229333,-1.035101118
112,31.7558,35.1876,2,464,19127,-0.035778589,-0.003854047,-2.25719041
113,31.7558,35.1876,2,96,4353,-0.01163197,-0.004781093,-2.145076398
114,31.7558,35.1876,2,60,2931,-0.012966713,-0.003631829,-1.712065984
115,31.7558,35.1876,2,4088,151889,0.040823155,-0.00241105,-0.147956815
116,31.756,35.1876,2,1116,59731,-0.030919274,-0.003041574,-1.835015194
117,31.756,35.1876,2,67,3405,-0.022897088,-0.004025908,-2.068305038
118,31.756,35.1876,2,6232,249719,-0.042045319,-0.003071173,-2.069375623
119,31.756,35.1876,2,114,12689,0.038206683,-0.004281227,-0.94835734
120,31.756,35.1876,2,8033,359415,-0.008059074,-0.002675796,-1.231499843
121,31.756,35.1876,2,8740,384847,0.010589058,-0.004055148,-1.41027803
122,31.756,35.1876,2,11481,414545,0.020566821,-0.003285841,-0.903000008
123,31.756,35.1876,2,100,9653,-0.013260489,-0.00466608,-2.131641682
124,31.756,35.1876,2,7435,269009,-0.00845279,-0.003615309,-1.615179595
125,31.756,35.1876,2,7658,277145,-0.020984613,-0.002955039,-1.601707872
126,31.756,35.1876,2,7119,269883,0.000944707,-0.004100659,-1.621369617
127,31.756,35.1876,2,7337,277751,-0.020988849,-0.002804578,-1.541608285
128,31.756,35.1876,2,85,6727,-0.023842029,-0.004062982,-2.102033304
129,31.756,35.1876,2,88,42113,-0.017922327,-0.003697203,-1.83732792
130,31.756,35.1876,2,2019,100473,-0.045072393,-0.004685304,-2.775569517
131,31.756,35.1876,2,121,5561,0.014423608,-0.004753012,-1.612732539
132,31.756,35.1876,2,52,7397,-0.036245505,-0.00392186,-2.293654066
133,31.756,35.1876,2,6101,224745,-0.044634225,-0.003482108,-2.285527702
134,31.756,35.1876,2,178,9917,0.010912503,-0.004946148,-1.760209151
135,31.756,35.1876,2,1241,90497,-0.013373591,-0.002960549,-1.451691495
136,31.756,35.1876,2,4811,176567,-0.038979457,-0.003326725,-2.110279217
137,31.756,35.1876,2,463,19091,-0.062522912,-0.003873781,-2.799970757
138,31.756,35.1876,2,94,4281,-0.049083226,-0.005948398,-3.361023828
139,31.756,35.1876,2,59,2895,-0.061667383,-0.004245027,-2.931358445
140,31.756,35.1876,2,4086,151817,-0.013615667,-0.004026454,-1.882895103
141,31.7562,35.1876,2,2607,99117,-0.000881783,-0.004272725,-1.726725463
142,31.7562,35.1876,2,1114,59663,-0.004417848,-0.003780277,-1.600467943
143,31.7562,35.1876,2,66,3385,-0.019882672,-0.003681477,-1.870244125
144,31.7562,35.1876,2,6230,249667,-0.015000893,-0.003218129,-1.58726939
145,31.7562,35.1876,2,112,12617,-0.077567241,-0.001572874,-2.180494573
146,31.7562,35.1876,2,8031,359323,-0.006247085,-0.003900282,-1.685054356
147,31.7562,35.1876,2,8738,384795,0.005010661,-0.003692521,-1.376795091
148,31.7562,35.1876,2,11480,414525,0.011350727,-0.003698826,-1.252515793
149,31.7562,35.1876,2,99,9617,-0.065607977,-0.004635898,-3.166518904
150,31.7562,35.1876,2,7434,268973,0.003778955,-0.003555565,-1.346646953
151,31.7562,35.1876,2,7656,277073,-0.022138053,-0.003186554,-1.71738255
152,31.7562,35.1876,2,7118,269851,-0.017416644,-0.004412482,-2.113325683
153,31.7562,35.1876,2,7335,277659,-0.019444519,-0.00332483,-1.718822556
154,31.7562,35.1876,2,36,4967,0.007555833,0.001740206,0.847199067
